"drug","ID","NES","pvalue","p.adjust","aging_anti","abs_NES","Organ","Rank1","Random_score","Rank2","Standard_NES","Standard_Random","WeightedRank","total_rank"
"Nilutamide","Declining",-1.22538904323083,0.0552941176470588,0.110588235294118,"posi_aging",1.22538904323083,"Nerve",113,4.89692569133015e-06,212,0.00466748814458011,0.000517474723350052,0.00217748009184208,195
"Iloperidone","Declining",-1.21779874596344,0.0572337042925278,0.0649350649350649,"posi_aging",1.21779874596344,"Nerve",119,5.09661705241896e-06,201,0.00421940928270042,0.000776707181392615,0.00215378802191574,196
"Flutamide","Rising",1.22021495600601,0.0250047435666801,0.0500094871333601,"anti_aging",1.22021495600601,"Nerve",118,5.04046728280302e-06,204,0.00429092469427162,0.00070323488045007,0.00213831080597869,197
"Asenapine","Declining",1.20057928195085,0.021824296173851,0.043648592347702,"anti_aging",1.20057928195085,"Nerve",128,5.51116067052928e-06,188,0.00362605485232068,0.00112218331986713,0.00212373193284855,198
"Tranylcypromine","Declining",-1.04126925144182,0.326153846153846,0.501369863013699,"posi_aging",1.04126925144182,"Nerve",193,9.4335550486248e-06,142,0.000983800091821342,0.00285255838830451,0.00210505506971124,199
"Losartan","Declining",0.925744831342917,0.802631578947368,0.802631578947368,"anti_aging",0.925744831342917,"Nerve",230,9.60844137032695e-06,132,0.000146762062006971,0.00338831351489579,0.00209169293374026,200
"Zimelidine","Rising",0.939592962938709,0.652076318742985,0.90228013029316,"anti_aging",0.939592962938709,"Nerve",226,9.55426405102771e-06,135,0.000224039430939846,0.00321925300828254,0.00202116757734546,201
"Sunitinib","Rising",1.02740496743618,0.364705882352941,0.398709677419355,"posi_aging",1.02740496743618,"Nerve",199,8.80091548915249e-06,145,0.000826919407162394,0.00270624181580096,0.00195451285234553,202
"Isocarboxazid","Declining",0.929908823407874,0.692618806875632,0.814549180327869,"anti_aging",0.929908823407874,"Nerve",229,9.4335550486248e-06,137,0.000165828312420541,0.0031106593981952,0.00193272696388534,203
"Procainamide","Declining",-1.04970938212326,0.31145251396648,0.559201141226819,"anti_aging",1.04970938212326,"Nerve",188,7.9205972211737e-06,159,0.00112218331986713,0.00209643605870021,0.00170673496316698,204
"Propafenone","Rising",-1.0500345095343,0.286103542234332,0.487218045112782,"anti_aging",1.0500345095343,"Nerve",187,7.91121927954024e-06,160,0.00115074798619102,0.00205696202531646,0.00169447640966628,205
"Dopamine","Rising",1.15035117325496,0.132596685082873,0.265193370165746,"anti_aging",1.15035117325496,"Nerve",143,5.32721717279348e-06,195,0.00280310406892685,0.000930433841826247,0.00167950193266649,206
"Aripiprazole","Declining",-1.08628518017784,0.207001522070015,0.386731391585761,"anti_aging",1.08628518017784,"Nerve",176,7.17649814581063e-06,167,0.00148638281549674,0.00179388059324389,0.00167088148214503,207
"Pimozide","Declining",-1.13068580149435,0.149750415973378,0.149750415973378,"posi_aging",1.13068580149435,"Nerve",154,5.64281574102088e-06,184,0.00230149597238205,0.00123830489818382,0.00166358132786311,208
"Danazol","Declining",-1.09753299670066,0.209635416666667,0.315290933694181,"anti_aging",1.09753299670066,"Nerve",167,5.86285924416017e-06,174,0.00179388059324389,0.0015519666327174,0.001648732216928,209
"Quinidine","Rising",0.964023024196199,0.583710407239819,0.723214285714286,"anti_aging",0.964023024196199,"Nerve",217,8.24861167592758e-06,152,0.000408329930583912,0.00238729735731734,0.00159571038662397,210
